listing_id,zipcode,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,minimum_nights,host_listings_count,instant_bookable,cancellation_policy,is_business_travel_ready,price_per_person,host_is_superhost
27427466,28806,35.6036,-82.59843,House,Entire home/apt,1,2,3,2,6,f,strict_14_with_grace_period,f,28.75,t
27461996,28806,35.5794,-82.60691,Entire guest suite,Entire home/apt,1,0,1,2,5,t,flexible,f,41,t
27466554,28803,35.54971,-82.50907,Entire residential home,Entire home/apt,2,2,3,1,2,f,strict_14_with_grace_period,f,15.28571429,t
27468320,28732,35.4412423,-82.52618617,Condominium,Private room,1,1,1,1,2,t,flexible,f,49.5,f
27486807,28803,35.48545,-82.51593,Entire residential home,Entire home/apt,2.5,3,5,2,1,f,strict_14_with_grace_period,f,32.5,t
27503824,28806,35.58648,-82.60015,House,Entire home/apt,1,1,1,2,1,t,flexible,f,47.5,f
27538204,28804,35.63788,-82.53923,Private room in bungalow,Private room,1,2,2,1,2,f,moderate,f,15.75,t
27548960,28806,35.62059,-82.6454,Entire house,Entire home/apt,2,4,6,3,2,f,strict_14_with_grace_period,f,44.85714286,t
27549214,28804,35.6036,-82.54247,Entire rental unit,Entire home/apt,1,2,3,3,2,f,moderate,f,37.5,t
27550046,28805,35.60655434,-82.47675877,Apartment,Entire home/apt,3,3,7,2,2,t,strict_14_with_grace_period,f,19.61538462,f
27556554,28806,35.59270197,-82.59028726,House,Entire home/apt,2,3,3,1,2,f,moderate,f,24.16666667,f
27562061,28803,35.52813,-82.48199,Chalet,Entire home/apt,3.5,3,3,2,1,f,moderate,f,41.66666667,f
27566298,28806,35.60352,-82.61175,Private room in residential home,Private room,1,1,1,1,2,f,strict_14_with_grace_period,f,22.5,t
27577431,28806,35.58129215,-82.60604428,Bed and breakfast,Private room,1,2,2,1,1,t,flexible,f,14,f
27579662,28801,35.58597467,-82.55101297,House,Private room,1.5,1,1,1,11,t,strict_14_with_grace_period,f,22,f
27583238,28806,35.56747,-82.56905,Entire chalet,Entire home/apt,4,4,7,3,1,f,strict_14_with_grace_period,f,48.64285714,t
27605409,28806,35.62755022,-82.66703873,Cottage,Private room,2,1,1,2,3,t,flexible,f,22,f
27620241,28801,35.58606,-82.55125,House,Private room,1.5,1,2,1,3,t,strict_14_with_grace_period,f,29.33333333,f
27625446,28806,35.619,-82.64419,Entire guest suite,Entire home/apt,2,3,7,3,2,f,strict_14_with_grace_period,f,49.33333333,t
27645716,28806,35.59027,-82.58676,Private room in residential home,Private room,1,1,1,1,1,t,strict_14_with_grace_period,f,70,f
27660665,28805,35.59707936,-82.51764563,Bungalow,Entire home/apt,1,2,1,2,2,f,flexible,f,17.5,f
27675156,28801,35.58131,-82.5574,Entire residential home,Entire home/apt,1.5,3,1,28,2,f,moderate,f,37.5,t
27689813,28803,35.54919,-82.4805,Entire residential home,Entire home/apt,2,3,3,2,1,f,strict_14_with_grace_period,f,23.75,t
27690175,28804,35.62989,-82.55414,Bungalow,Private room,1.5,1,1,1,2,f,flexible,f,28.5,t
27693843,28806,35.62927527,-82.66704368,House,Private room,1,1,1,2,3,t,moderate,f,32.5,f
27699328,28804,35.61229,-82.54008,Entire residential home,Entire home/apt,2,3,4,30,1,f,moderate,f,21.25,t
27723015,28704,35.47678,-82.55964,House,Entire home/apt,4.5,4,4,3,2,f,strict_14_with_grace_period,f,37.5,f
27724383,28801,35.58635214,-82.54879683,House,Private room,2,1,2,1,3,t,strict_14_with_grace_period,f,29.33333333,f
27733568,28805,35.59386239,-82.53814449,Townhouse,Entire home/apt,1.5,2,2,30,2,t,strict_14_with_grace_period,f,23.75,f
27733999,28806,35.59182272,-82.59086026,House,Private room,1,1,1,1,2,f,flexible,f,37.5,f
27759123,28806,35.57648,-82.6085,Entire rental unit,Entire home/apt,1,1,2,2,2,t,moderate,f,20,t
27770787,28806,35.53248,-82.60859,Townhouse,Entire home/apt,1,2,3,3,1,t,moderate,f,26,f
27779063,28715,35.5659,-82.65499,House,Entire home/apt,2,2,2,2,1,f,moderate,f,31.66666667,f
27827166,28704,35.47231,-82.51022,Entire residential home,Entire home/apt,2,3,4,2,708,t,strict_14_with_grace_period,f,27.83333333,f
27853519,28806,35.60353,-82.61134,Private room in residential home,Private room,1,1,1,1,2,f,strict_14_with_grace_period,f,22,t
27865329,28803,35.50343411,-82.52254242,Condominium,Entire home/apt,1.5,2,4,2,1,t,flexible,f,21,f
27871087,28803,35.57189,-82.54901,Bed and breakfast,Private room,1,1,1,1,6,f,flexible,f,47.5,t
27874277,28806,35.60321818,-82.64204255,House,Private room,2.5,2,2,1,6,t,strict_14_with_grace_period,f,49.5,f
27903380,28803,35.5336,-82.49261,Tent,Entire home/apt,1,1,1,2,1,f,moderate,f,27.5,t
27903998,28803,35.55486,-82.48546,Entire guest suite,Entire home/apt,1,1,1,1,1,t,flexible,f,37,t
27906707,28803,35.54735,-82.51187,Entire rental unit,Entire home/apt,1,0,2,2,1,t,flexible,f,20,t
27921464,28803,35.57926325,-82.53278431,House,Entire home/apt,2.5,3,3,5,2,t,moderate,f,83.33333333,t
27927441,28805,35.62197,-82.47709,Private room in residential home,Private room,1.5,1,1,2,4,f,moderate,f,59.5,t
27931927,28803,35.56537,-82.51756,Entire guest suite,Entire home/apt,1,1,1,1,1,t,moderate,f,99.5,t
27933308,28804,35.63382,-82.57252,Entire guest suite,Entire home/apt,1,0,1,1,2,f,flexible,f,50,t
27933446,28801,35.59943,-82.55571,Entire condominium (condo),Entire home/apt,1,1,1,30,1,t,moderate,f,24.66666667,t
27950135,28806,35.60318517,-82.6438325,House,Private room,1.5,1,1,1,6,t,moderate,f,59.5,f
27977261,28801,35.58757,-82.55218,Townhouse,Entire home/apt,2.5,2,3,2,102,t,super_strict_30,f,36,f
27977831,28801,35.60487,-82.57216,Entire residential home,Entire home/apt,1,0,1,2,1,f,flexible,f,45,t
27978847,28805,35.63571,-82.46891,House,Entire home/apt,2,3,3,1,35,t,super_strict_30,f,64.25,f
27978872,28803,35.53832,-82.49203,Cabin,Entire home/apt,2,3,3,1,35,t,super_strict_30,f,69.33333333,f
27978884,28804,35.63482628,-82.49437636,House,Entire home/apt,3,3,5,5,89,t,strict_14_with_grace_period,f,86.11111111,f
27978966,28803,35.5484048,-82.49418318,Cabin,Entire home/apt,2.5,3,5,5,89,t,strict_14_with_grace_period,f,68.88888889,f
27987876,28801,35.58556802,-82.54931621,House,Private room,2,1,2,1,2,t,strict_14_with_grace_period,f,29.33333333,f
27990552,28801,35.59374359,-82.54639303,House,Entire home/apt,1,2,4,2,1,f,strict_14_with_grace_period,f,24.5,f
28001246,28704,35.46672,-82.57498,Private room in residential home,Private room,1,1,1,1,2,f,moderate,f,24.5,t
28001503,28806,35.57314,-82.64605,Entire residential home,Entire home/apt,1,2,3,2,1,f,moderate,f,42.75,t
28002475,28803,35.53464,-82.48955,House,Entire home/apt,2,2,2,3,1,f,strict_14_with_grace_period,f,23.5,f
28003776,28801,35.60834,-82.54625,Private room in house,Private room,2.5,2,5,1,1,f,strict_14_with_grace_period,f,14.5,t
28022043,28804,35.6378,-82.52942,House,Entire home/apt,1,2,2,30,2,f,flexible,f,19.5,t
28022558,28801,35.58752,-82.55403,Townhouse,Entire home/apt,2.5,2,3,2,115,t,super_strict_30,f,40.66666667,f
28026624,28805,35.63249741,-82.47375611,House,Entire home/apt,1.5,1,1,2,2,f,strict_14_with_grace_period,f,69.5,t
28029833,28806,35.57778,-82.5912,Bungalow,Private room,1,1,0,2,3,f,strict_14_with_grace_period,f,30,t
28042422,28801,35.60901,-82.55462,Entire rental unit,Entire home/apt,1,2,2,2,2,f,strict_14_with_grace_period,f,47.33333333,t
28049619,28804,35.64725,-82.51386,House,Entire home/apt,3,3,4,1,128,t,super_strict_60,f,142.375,t
28051297,28803,35.55325,-82.46412,Condominium,Entire home/apt,1,1,3,2,1,t,flexible,f,37.5,f
28053172,28804,35.61376346,-82.55295753,House,Private room,2,1,1,2,3,t,moderate,f,102.5,f
28053434,28805,35.62289,-82.48232,Camper/RV,Entire home/apt,1,1,2,2,4,f,moderate,f,31.5,t
28053639,28803,35.56504,-82.52257,Bungalow,Private room,1,1,1,2,4,f,strict_14_with_grace_period,f,25,t
28072155,28806,35.51034,-82.61195,Entire residential home,Entire home/apt,2,3,4,4,2,f,moderate,f,41.66666667,t
28097393,28803,35.55346,-82.47765,House,Entire home/apt,3,3,2,1,35,t,super_strict_30,f,67.5,f
28097447,28805,35.59903,-82.50601,Private room in guest suite,Private room,1,1,1,1,1,f,flexible,f,52.5,t
28097580,28814,35.5934,-82.55352,Condominium,Entire home/apt,3,3,3,1,35,t,super_strict_30,f,131.375,f
28097641,28803,35.55435,-82.48757,Cottage,Entire home/apt,2,3,3,1,35,t,super_strict_30,f,52.5,f
28097673,28732,35.48150042,-82.47588061,House,Entire home/apt,2,3,4,5,33,t,strict_14_with_grace_period,f,98.5,f
28097676,28803,35.56621396,-82.5417825,Condominium,Entire home/apt,2,2,2,2,89,t,strict_14_with_grace_period,f,136,f
28098040,,35.60287,-82.55861,Entire guesthouse,Entire home/apt,,,1,29,2,f,,,57,t
28098420,28801,35.60172,-82.55592,Entire rental unit,Entire home/apt,1,0,1,30,2,f,strict_14_with_grace_period,f,103,t
28109091,28803,35.55523,-82.50215,Entire residential home,Entire home/apt,1.5,2,2,2,3,t,strict_14_with_grace_period,f,33,t
28118669,28805,35.5965,-82.50208,Guest suite,Private room,1,1,1,2,1,f,flexible,f,42.5,f
28127559,28805,35.5859,-82.53803,Entire guest suite,Entire home/apt,1,1,2,1,1,f,flexible,f,37.5,t
28133323,28804,35.61003,-82.54027,Private room in residential home,Private room,1,1,1,2,1,f,moderate,f,50.66666667,t
28142713,28801,35.58468,-82.55086,Private room in residential home,Private room,1,1,1,1,4,t,strict_14_with_grace_period,f,64,t
28147531,28806,35.5376,-82.62477,House,Private room,1,1,1,2,1,t,flexible,f,50,f
28148160,28806,35.57737,-82.58462,Private room in house,Private room,2,1,1,1,2,t,moderate,f,48.5,t
28149961,28704,35.47435,-82.50341,Entire residential home,Entire home/apt,3,4,7,2,708,t,strict_14_with_grace_period,f,23.86666667,f
28151632,28806,35.60255806,-82.64423114,House,Private room,2.5,3,3,1,6,t,strict_14_with_grace_period,f,66.5,f
28153189,28806,35.60120493,-82.64206,House,Private room,1.5,1,1,1,6,t,strict_14_with_grace_period,f,44.5,f
28156491,28803,35.58037,-82.54739,Private room in residential home,Private room,1,1,1,2,1,t,flexible,f,34,t
28158870,28804,35.61476217,-82.55169333,House,Private room,2,1,1,2,3,t,moderate,f,102.5,f
28160806,28804,35.61477,-82.55124,Entire house,Entire home/apt,2,2,2,2,1,f,moderate,f,57,t
28172451,28804,35.65153878,-82.53032992,House,Entire home/apt,3.5,3,4,5,52,t,strict_14_with_grace_period,f,76.375,f
28172542,28806,35.59494676,-82.65661429,Cabin,Entire home/apt,1,1,1,5,52,t,strict_14_with_grace_period,f,127.5,f
28172587,28806,35.5953067,-82.65761767,Cabin,Entire home/apt,1,1,1,5,52,t,strict_14_with_grace_period,f,127.5,f
28172948,28801,35.60423,-82.55812,House,Private room,1,1,1,1,4,t,moderate,f,50,t
28179378,28759,35.42332175,-82.56338076,House,Private room,1,1,1,1,1,t,flexible,f,50,f
28184369,28704,35.44636,-82.5584,Entire house,Entire home/apt,3,3,5,3,693,t,strict_14_with_grace_period,f,25.41666667,f
28199025,28805,35.59251,-82.53696,Apartment,Private room,1,1,1,1,1,t,flexible,f,28,t
28201333,28806,35.6023991,-82.64425831,House,Entire home/apt,3.5,4,4,1,6,t,strict_14_with_grace_period,f,120,f
28202866,28804,35.61578,-82.53795,Entire guest suite,Entire home/apt,1,1,1,2,1,t,flexible,f,57.5,t
28205495,28803,35.56074061,-82.51619523,House,Entire home/apt,2,3,3,90,1,t,flexible,f,21,f
28210988,28801,35.58514,-82.55098,House,Private room,1.5,1,1,1,1,f,strict_14_with_grace_period,f,29,f
28212289,28801,35.58479,-82.55069,House,Private room,1.5,1,2,1,3,f,strict_14_with_grace_period,f,38.5,t
28216632,28803,35.55335,-82.50741,Entire guest suite,Entire home/apt,1,1,2,2,1,t,moderate,f,65,t
28216747,28806,35.57632,-82.57456,Entire rental unit,Entire home/apt,1,1,1,1,1,t,moderate,f,47,t
28245965,28801,35.59477,-82.55367,Entire rental unit,Entire home/apt,1,1,1,1,3,t,strict_14_with_grace_period,f,48.6,t
28258300,28806,35.57458113,-82.63088205,House,Private room,1,1,1,1,1,t,flexible,f,21.5,f
28281182,28803,35.54859,-82.46414,Apartment,Private room,1,1,1,1,1,f,moderate,f,16.5,t
28286510,28804,35.65103,-82.52669,Tiny house,Entire home/apt,1,0,1,2,4,f,strict_14_with_grace_period,f,43.5,f
28289096,28806,35.62502,-82.62859,Private room in house,Private room,1,1,1,1,1,f,moderate,f,19.5,t
28308701,28804,35.63084,-82.55084,House,Private room,1,2,1,1,1,t,flexible,f,31.5,f
28313958,28806,35.57599924,-82.61173995,Condominium,Entire home/apt,1,1,1,1,1,f,flexible,f,20,t
28319643,28801,35.58572,-82.55202,Townhouse,Entire home/apt,2.5,2,3,2,108,t,super_strict_30,f,23.5,f
28331348,28806,35.6231,-82.62579,House,Entire home/apt,1.5,3,4,2,1,t,moderate,f,16.5,f
28335156,28801,35.59896,-82.56041,Entire residential home,Entire home/apt,2,2,2,28,10,f,flexible,f,31.25,t
28369196,28806,35.60121,-82.62991,House,Private room,1,1,1,1,1,t,flexible,f,24.5,f
28385457,28803,35.48547,-82.51132,Entire residential home,Entire home/apt,2,2,2,3,2,f,moderate,f,54.5,t
28389480,28806,35.61172,-82.60371,Campsite,Entire home/apt,1,5,0,1,18,f,moderate,f,37.5,t
28403855,28704,35.47328908,-82.50627795,House,Entire home/apt,1,2,2,1,1,f,flexible,f,24,f
28410193,28803,35.55852,-82.53141,House,Private room,1,1,1,1,1,f,flexible,f,32.5,f
28411241,28803,35.58144,-82.5335,House,Entire home/apt,3,4,5,30,1,f,flexible,f,18.75,f
28415336,28801,35.58493966,-82.55010926,House,Private room,2,1,1,1,2,t,strict_14_with_grace_period,f,45,f
28426037,28804,35.64954,-82.58265,Entire bungalow,Entire home/apt,1,2,3,1,1,t,flexible,f,42.75,t
28430910,,35.60192,-82.5334,Entire guest suite,Entire home/apt,,2,4,3,2,t,,,28.4,f
28431354,28804,35.62906,-82.57575,House,Entire home/apt,2.5,5,7,3,4,t,flexible,f,23.21428571,f
28431397,28804,35.62868,-82.57606,House,Entire home/apt,2,6,8,3,4,f,flexible,f,18.6875,f
28432449,28801,35.59172732,-82.55142532,Hostel,Private room,5,1,1,30,8,f,moderate,f,59,t
28432651,28806,35.50782,-82.59903,Apartment,Entire home/apt,1,2,2,2,3,t,strict_14_with_grace_period,f,23.5,f
28435288,28704,35.45029391,-82.52058351,Apartment,Private room,1,1,2,1,1,t,flexible,f,125,f
28438011,28801,35.59451,-82.54143,Entire residential home,Entire home/apt,1,2,2,2,3,f,moderate,f,63,t
28440553,28805,35.58138646,-82.47869959,House,Entire home/apt,1,1,1,31,1,f,strict_14_with_grace_period,f,39.5,f
28453860,28803,35.52471,-82.47441,Entire residential home,Entire home/apt,2,3,3,2,1,t,flexible,f,36.83333333,t
28455103,28805,35.62297319,-82.4772275,House,Entire home/apt,2.5,3,4,2,2,f,moderate,f,20,t
28464991,28806,35.58224414,-82.59766987,House,Private room,1.5,2,2,1,2,t,flexible,f,32.5,t
28465150,28806,35.61566,-82.58211,House,Entire home/apt,2,2,2,3,1,f,flexible,f,56.25,f
28466957,28806,35.5026,-82.60507,Entire guest suite,Entire home/apt,1,1,1,2,1,t,flexible,f,17.75,t
28467897,,35.55955,-82.50713,Private room in residential home,Private room,1,2,3,1,1,f,moderate,f,50,f
28478646,28804,35.63752,-82.53081,Entire residential home,Entire home/apt,1,1,0,30,4,f,strict_14_with_grace_period,f,28.5,t
28481477,28806,35.57792,-82.58646,Private room in house,Private room,2,1,1,1,2,t,flexible,f,48.5,t
28487822,28704,35.46224374,-82.5392423,Condominium,Private room,1,0,1,1,1,f,flexible,f,15,f
28491562,28805,35.6215,-82.47885,House,Entire home/apt,3.5,4,7,2,115,t,super_strict_30,f,19.375,f
28514410,28803,35.57182676,-82.51121301,Apartment,Entire home/apt,2,2,3,1,1,f,flexible,f,20.2,f
28537358,28801,35.60125,-82.56233,Private room in apartment,Private room,1,0,1,2,2,f,moderate,f,45,t
28540786,28801,35.59936,-82.56419,Bungalow,Private room,1,0,1,2,1,t,flexible,f,32.5,f
28544651,28805,35.58812,-82.50883,House,Private room,1,2,3,1,1,t,flexible,f,16.25,f
28544931,,35.53356,-82.48416,Entire guest suite,Entire home/apt,1,2,2,2,1,f,strict_14_with_grace_period,f,39.75,t
28556282,28804,35.63055,-82.55472,Bungalow,Private room,1,1,2,1,2,f,flexible,f,23.5,t
28566916,28806,35.60191,-82.61019,Entire residential home,Entire home/apt,2,2,2,2,0,t,flexible,f,24.33333333,t
28582577,28803,35.56858,-82.53415,Guest suite,Entire home/apt,1,1,1,1,1,t,strict_14_with_grace_period,f,32.5,t
28582717,28806,35.58106407,-82.59833966,Condominium,Private room,1,1,1,2,3,t,flexible,f,25,f
28583038,28801,35.61693,-82.54063,Entire guesthouse,Entire home/apt,1,1,1,2,1,f,flexible,f,112.5,t
28584499,28803,35.56121,-82.50522,Entire guesthouse,Entire home/apt,1,2,2,30,1,f,flexible,f,37.5,t
28607789,28803,35.55205,-82.53355,Entire rental unit,Entire home/apt,1,1,1,30,1,f,flexible,f,27,f
28608801,28805,35.59705,-82.47669,Entire residential home,Entire home/apt,2,3,3,3,1,t,strict_14_with_grace_period,f,33.5,t
28610923,28715,35.56754,-82.66459,Entire rental unit,Entire home/apt,1,1,1,1,1,f,flexible,f,39.5,t
28637353,28805,35.58127,-82.47847,Cottage,Entire home/apt,1,1,1,60,0,f,moderate,f,19.33333333,f
28665091,28704,35.47309,-82.49844,Entire apartment,Entire home/apt,1,1,2,1,1,t,moderate,f,24.75,f
28674119,28805,35.59842,-82.50263,Private room in residential home,Private room,1,1,1,2,0,t,flexible,f,49.5,t
28712523,28801,35.59369,-82.55755,Entire condominium (condo),Entire home/apt,2,2,3,2,5,t,flexible,f,49.33333333,t
28719799,28804,35.63719,-82.57735,Apartment,Entire home/apt,1,2,2,3,1,f,strict_14_with_grace_period,f,25,t
28720353,28806,35.58675,-82.57743,Bungalow,Entire home/apt,1,1,2,1,1,f,flexible,f,37.5,f
28757921,28803,35.56455287,-82.53943389,House,Entire home/apt,3,3,3,1,2,f,strict_14_with_grace_period,f,24.14285714,t
28758757,28804,35.62764,-82.53379,Entire guest suite,Entire home/apt,1,2,2,2,1,t,strict_14_with_grace_period,f,57.25,t
28774606,28704,35.47191,-82.58131,House,Entire home/apt,1.5,3,3,2,1,t,moderate,f,30,f
28777663,28803,35.52812,-82.51609,Entire rental unit,Entire home/apt,1,1,2,2,1,f,strict_14_with_grace_period,f,17.5,t
28781174,,35.58647,-82.48606,House,Private room,1,1,1,1,3,t,flexible,f,25,f
28785469,28806,35.52707,-82.6166,House,Private room,1,1,1,1,1,t,flexible,f,24.5,f
28802634,28804,35.64073,-82.5714,House,Private room,1,0,1,1,1,f,flexible,f,42.5,f
28804277,28801,35.59483,-82.54652,Entire house,Entire home/apt,1,1,1,2,3,t,moderate,f,63.5,t
28810359,28732,35.42918,-82.52462,Chalet,Entire home/apt,1.5,1,1,2,21,t,moderate,f,69.5,t
28834975,28805,35.58445,-82.485,House,Private room,1,1,1,1,3,t,flexible,f,25,f
28836307,28715,35.58392004,-82.66799304,Tiny house,Entire home/apt,1,0,1,3,2,f,flexible,f,43,f
28838800,28805,35.6039,-82.47118,Entire residential home,Entire home/apt,2,3,3,2,1,t,strict_14_with_grace_period,f,29,t
28840735,28805,35.58614,-82.48501,Entire house,Entire home/apt,2,5,5,3,3,t,flexible,f,16.77777778,f
28857573,28806,35.53101,-82.62551,Cottage,Entire home/apt,2,2,3,2,9,t,moderate,f,33.16666667,t
28863803,28806,35.58744,-82.63868,Campsite,Entire home/apt,1,0,0,2,5,f,strict_14_with_grace_period,f,22.5,t
28864118,28806,35.53259,-82.62492,House,Entire home/apt,1,1,1,2,9,t,moderate,f,39.75,t
28865830,28803,35.51663,-82.47932,Entire residential home,Entire home/apt,3,4,6,1,6,t,strict_14_with_grace_period,f,30.5,f
28867064,28806,35.63101302,-82.62891927,House,Entire home/apt,2,4,4,1,10,t,strict_14_with_grace_period,f,24.875,f
28870812,28803,35.56303,-82.53918,Entire bungalow,Entire home/apt,2,3,4,28,2,f,strict_14_with_grace_period,f,500,t
28871245,28704,35.44134,-82.51217,Entire residential home,Entire home/apt,2,3,3,4,1,f,moderate,f,29.33333333,t
28882986,28804,35.62578,-82.52991,Guest suite,Entire home/apt,1,1,2,1,1,t,moderate,f,37.5,t
28888177,28806,35.5734964,-82.60012165,House,Private room,1,0,1,2,1,t,moderate,f,29.5,f
28915376,28803,35.50735,-82.51974,Apartment,Entire home/apt,2,1,1,2,3,t,flexible,f,27.5,t
28916114,28806,35.58406,-82.58504,House,Private room,1,1,1,2,1,f,flexible,f,37.5,f
28927010,28806,35.58875,-82.62338,Tiny house,Entire home/apt,1,1,2,2,1,f,strict_14_with_grace_period,f,31,t
28942385,28806,35.58431,-82.6334,Entire guest suite,Entire home/apt,1,1,4,1,1,f,strict_14_with_grace_period,f,43.33333333,t
28952959,28806,35.56695,-82.56672,Entire residential home,Entire home/apt,2.5,3,4,30,1,f,strict_14_with_grace_period,f,93.75,f
28960407,28804,35.6507,-82.54538,Entire rental unit,Entire home/apt,1,1,2,3,2,f,moderate,f,77.66666667,t
28986868,28806,35.59779,-82.6217,Entire rental unit,Entire home/apt,1,1,1,1,2,t,strict_14_with_grace_period,f,45.5,f
28996509,28806,35.58214,-82.57817,House,Private room,1,1,1,1,1,t,flexible,f,29.5,t
29003338,28803,35.55289,-82.46311,Entire residential home,Entire home/apt,2.5,3,4,3,1,f,strict_14_with_grace_period,f,51.5,t
29003818,28806,35.58399,-82.66336,Private room in farm stay,Private room,1,2,3,2,2,t,flexible,f,14.25,f
29008329,28801,35.57508,-82.55669,Bed and breakfast,Private room,1,1,1,1,6,f,strict_14_with_grace_period,f,82.5,f
29026930,28806,35.57275,-82.57758,Entire guest suite,Entire home/apt,1,1,2,3,1,f,moderate,f,29,t
29030266,28803,35.4889,-82.53823,Condominium,Private room,1,1,2,1,1,t,moderate,f,12.5,t
29033893,28806,35.57981,-82.59633,Entire rental unit,Entire home/apt,1.5,0,4,2,1,f,flexible,f,21.2,t
29052301,28801,35.60575,-82.55683,Entire guest suite,Entire home/apt,1,1,1,2,1,t,moderate,f,54.5,t
29071034,28804,35.62434,-82.52952,Entire guest suite,Entire home/apt,1,1,1,2,1,t,moderate,f,55.5,t
29073142,28804,35.61685,-82.55731,Entire guesthouse,Entire home/apt,1,1,1,1,1,t,strict_14_with_grace_period,f,69.5,t
29076665,28804,35.65141,-82.60872,Cottage,Entire home/apt,1,3,3,2,1,f,strict_14_with_grace_period,f,13,t
29098489,,35.48705,-82.59435,Entire guesthouse,Entire home/apt,1,0,2,2,2,t,moderate,f,39.66666667,t
29102553,28803,35.5585,-82.513,House,Private room,1.5,1,1,1,1,t,flexible,f,24.5,t
29125407,28803,35.56399,-82.54158,Entire guest suite,Entire home/apt,1,1,2,2,1,t,moderate,f,39.33333333,t
29148062,28803,35.54752,-82.49443,Entire cabin,Entire home/apt,2,2,2,6,1,t,moderate,f,20.25,t
29154365,28803,35.5740263,-82.54635687,Condominium,Private room,1,1,1,1,1,t,flexible,f,49.5,f
29162070,28805,35.57872,-82.5305,House,Private room,1,1,1,1,1,t,flexible,f,25,t
29180757,28806,35.57318957,-82.62594944,Guesthouse,Entire home/apt,1,1,2,30,2,t,strict_14_with_grace_period,f,14.66666667,t
29180843,28806,35.51971,-82.59718,Entire residential home,Entire home/apt,1,2,2,3,3,f,strict_14_with_grace_period,f,23,t
29186292,28804,35.64306,-82.56787,House,Entire home/apt,4.5,4,4,365,1,f,flexible,f,48.125,t
29186734,28806,35.61294,-82.60474,Campsite,Entire home/apt,1,0,1,1,7,t,flexible,f,5.5,f
29187033,28806,35.51917,-82.59821,Entire residential home,Entire home/apt,2,2,2,3,3,f,strict_14_with_grace_period,f,28.75,t
29187153,28803,35.56482,-82.54194,Entire condominium (condo),Entire home/apt,2,2,3,1,110,t,super_strict_30,f,35.33333333,f
29187202,28803,35.54776,-82.49562,Entire house,Entire home/apt,3,3,8,1,105,t,super_strict_30,f,53.5,f
29187255,28803,35.54963,-82.49625,Entire cabin,Entire home/apt,2,3,6,1,105,t,super_strict_30,f,40.11111111,f
29204619,28804,35.65188,-82.57349,Entire guest suite,Entire home/apt,1,0,1,2,1,t,flexible,f,54.5,t
29208295,28806,35.52491,-82.61284,Private room in residential home,Private room,1,1,3,2,1,t,flexible,f,19.66666667,t
29209398,28803,35.53991,-82.46498,House,Entire home/apt,3,4,5,1,98,t,super_strict_30,f,63.125,t
29209947,28806,35.62020842,-82.6348726,House,Entire home/apt,2,3,3,1,83,t,super_strict_30,f,65.16666667,f
29210382,28803,35.56322,-82.52247,Bungalow,Private room,1,1,1,1,4,f,strict_14_with_grace_period,f,21,t
29213270,28803,35.49028,-82.51166,Entire residential home,Entire home/apt,2,4,5,1,110,t,super_strict_30,f,33.25,f
29214157,28803,35.53865,-82.48374,House,Entire home/apt,2,2,3,2,637,t,strict_14_with_grace_period,f,52.83333333,f
29228806,28804,35.63467,-82.53424,Entire guest suite,Entire home/apt,1,1,1,3,1,t,flexible,f,50.5,t
29231942,28805,35.5995,-82.48294,Entire house,Entire home/apt,1,1,1,1,106,t,super_strict_30,f,90,f
29232809,28806,35.55287,-82.63425,House,Private room,1.5,1,1,2,1,f,strict_14_with_grace_period,f,55,t
29234943,28805,35.63492,-82.46153,Guest suite,Entire home/apt,1,0,1,1,1,t,flexible,f,34.5,t
29236250,28801,35.57581,-82.55664,Bed and breakfast,Private room,1,1,1,1,5,t,strict_14_with_grace_period,f,107.5,t
29251970,28805,35.6286,-82.47234,Guest suite,Entire home/apt,1,1,1,2,1,t,moderate,f,25,f
29275879,28801,35.57551,-82.55702,Bed and breakfast,Private room,1,1,1,1,6,f,strict_14_with_grace_period,f,82.5,f
29278169,28801,35.57512,-82.55742,Bed and breakfast,Private room,1,1,1,1,6,f,strict_14_with_grace_period,f,67.5,f
29278187,28804,35.61119,-82.54088,House,Private room,1,1,2,2,1,t,moderate,f,29.66666667,f
29286650,28806,35.58403,-82.57792,Bungalow,Entire home/apt,2,3,3,31,2,t,flexible,f,22.5,f
29301481,28803,35.48763,-82.50743,Entire residential home,Entire home/apt,7,7,12,1,110,t,super_strict_30,f,37.1875,f
29334580,28806,35.59196,-82.59235,Guest suite,Private room,1,1,2,2,1,t,moderate,f,15,t
29340133,28805,35.62383,-82.47718,Apartment,Entire home/apt,1,2,3,2,3,t,flexible,f,27.5,t
29358894,28804,35.65356,-82.53096,Entire residential home,Entire home/apt,3,3,4,1,110,t,super_strict_30,f,39.375,f
29359265,28803,35.53258,-82.51435,House,Private room,1,1,1,2,2,t,moderate,f,38.5,t
29364298,28806,35.61267,-82.59485,Private room in residential home,Private room,1,1,1,1,4,f,moderate,f,35,t
29392863,28806,35.61783,-82.63114,House,Private room,1,1,1,1,0,t,strict_14_with_grace_period,f,19,f
29411227,28715,35.55538,-82.65055,House,Private room,1,0,1,1,1,t,flexible,f,12.5,f
29413773,28806,35.59205,-82.59653,Camper/RV,Entire home/apt,1,0,1,2,2,t,flexible,f,34,f
29415555,28804,35.62946,-82.57633,Entire rental unit,Entire home/apt,1,1,2,1,2,t,flexible,f,22,t
