listing_id,zipcode,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,minimum_nights,host_listings_count,instant_bookable,cancellation_policy,is_business_travel_ready,price_per_person,host_is_superhost
38585,28804,35.65146,-82.62792,Private room in house,Private room,1,1,2,1,1,f,moderate,f,30,t
67870,28806,35.55370677,-82.62629725,Guest suite,Entire home/apt,1,1,1,1,2,t,moderate,f,42.5,t
80331,28803,35.56914966,-82.5497147,Bed & Breakfast,Private room,1,1,1,2,4,f,strict,,57.5,f
80713,28801,35.5867815,-82.54927731,House,Private room,1.5,1,1,1,11,t,strict_14_with_grace_period,f,22,f
80905,28801,35.59779,-82.5554,Entire loft,Entire home/apt,2,3,6,1,14,t,super_strict_60,f,39.16666667,t
80965,28801,35.60529127,-82.55627389,House,Entire home/apt,1,2,2,30,1,f,strict_14_with_grace_period,f,56.25,f
86980,28801,35.585129,-82.55087091,House,Private room,1.5,1,1,30,11,f,strict_14_with_grace_period,f,45,f
86981,28801,35.58656364,-82.54911886,House,Private room,1.5,1,1,1,4,t,strict_14_with_grace_period,f,38.5,f
86983,28801,35.58673916,-82.55093299,House,Entire home/apt,1.5,5,7,30,11,f,strict_14_with_grace_period,f,49.5,f
86984,28801,35.58664099,-82.55038727,House,Private room,1.5,1,2,1,11,t,strict_14_with_grace_period,f,18,f
108061,28801,35.6067,-82.55563,Entire rental unit,Entire home/apt,1,1,1,30,2,f,strict_14_with_grace_period,f,60,f
108396,28801,35.60346328,-82.5603554,House,Private room,2.5,1,3,30,1,f,strict_14_with_grace_period,f,36.66666667,f
130411,28801,35.59560538,-82.54499249,Apartment,Entire home/apt,1,2,3,2,2,f,moderate,f,15,f
136547,28806,35.5774432,-82.60731803,House,Entire home/apt,1,2,2,3,1,f,moderate,,24.75,f
155305,28806,35.57864,-82.59578,Entire guesthouse,Entire home/apt,1,1,1,1,7,t,moderate,f,45,f
156805,28806,35.57864,-82.59578,Private room in residential home,Private room,2.5,1,1,1,7,t,moderate,f,33,f
156926,28806,35.57864,-82.59578,Shared room in hostel,Shared room,2.5,1,6,1,7,t,moderate,f,33,f
160594,28801,35.61442,-82.54127,Private room in residential home,Private room,1,1,1,30,1,f,moderate,f,62.5,f
180510,28805,35.58978562,-82.53413848,House,Private room,2,1,1,3,2,f,moderate,,75,f
189916,28801,35.59055,-82.55447,House,Private room,1,1,1,2,1,f,flexible,f,63.5,f
193830,28801,35.60736,-82.56678,Apartment,Entire home/apt,1,1,1,30,5,f,strict_14_with_grace_period,f,47.5,t
197263,28806,35.57808,-82.63689,Private room in residential home,Private room,1,1,1,2,1,f,strict,,22.5,f
209068,28804,35.61856,-82.55276,Entire guest suite,Entire home/apt,1,1,2,30,1,f,strict_14_with_grace_period,f,33.5,f
213006,28806,35.58345,-82.59713,Private room in bungalow,Private room,1,1,1,2,1,f,moderate,f,58,t
216365,28803,35.52853788,-82.53157084,House,Entire home/apt,3,5,7,3,1,f,moderate,,28.9,f
233377,28801,35.60672253,-82.56658762,Apartment,Entire home/apt,1,1,1,3,6,f,moderate,f,52.5,t
246315,28805,35.59635,-82.50655,Private room in cabin,Private room,1,1,1,3,2,f,strict_14_with_grace_period,f,34,t
257865,28803,35.49380361,-82.5278863,House,Private room,1.5,1,1,2,3,t,strict_14_with_grace_period,f,30,f
259576,28805,35.61929,-82.48114,Entire rental unit,Entire home/apt,1,1,1,1,2,t,moderate,f,38,t
266511,28806,35.57558111,-82.62304912,Apartment,Entire home/apt,1,1,1,1,1,f,moderate,f,35,t
273534,28803,35.55294,-82.48995,Apartment,Entire home/apt,1.5,1,1,2,3,t,strict_14_with_grace_period,f,30,t
284022,28715,35.54057145,-82.70526858,House,Private room,1.5,1,1,1,2,f,moderate,,27.5,t
284063,28715,35.54226244,-82.70463465,House,Private room,1.5,1,1,1,2,t,moderate,,30,t
284690,28806,35.60441,-82.59997,Guest suite,Entire home/apt,1,1,2,2,6,f,moderate,f,25,t
291937,28801,35.59087,-82.55143,Apartment,Entire home/apt,1,1,1,2,3,t,strict_14_with_grace_period,f,125,t
295496,28803,35.55537,-82.53539,Entire rental unit,Entire home/apt,1,1,0,90,1,f,strict_14_with_grace_period,f,25,f
304379,28804,35.64453,-82.52586,Entire guesthouse,Entire home/apt,1,2,2,30,2,f,moderate,f,72.25,t
326772,28803,35.55326,-82.49139,House,Entire home/apt,1,1,2,2,3,t,strict_14_with_grace_period,f,50,t
353092,28806,35.58217,-82.59997,Entire guest suite,Entire home/apt,1,1,3,2,1,t,moderate,f,18.75,f
405981,28801,35.59643085,-82.53815488,House,Entire home/apt,1,1,1,1,1,f,strict,,65,t
427497,28803,35.49111,-82.48438,Entire guest suite,Entire home/apt,1,1,1,2,1,f,moderate,f,62.5,f
433646,28801,35.57771,-82.56094,Entire residential home,Entire home/apt,1.5,2,2,30,4,f,strict_14_with_grace_period,f,44.66666667,t
435770,28801,35.60354912,-82.57154962,House,Entire home/apt,1.5,4,6,2,1,f,strict,,36,f
436476,28801,35.60182,-82.56174,Entire guest suite,Entire home/apt,1.5,1,1,2,4,t,moderate,f,66,t
444540,28801,35.59114798,-82.55253315,House,Entire home/apt,1,1,1,3,9,f,strict,,44,t
483384,28806,35.56118,-82.57784,Entire cottage,Entire home/apt,1,1,1,1,2,t,flexible,f,45.66666667,t
485144,28806,35.57780398,-82.57856478,Bungalow,Entire home/apt,1,2,3,7,3,f,strict,f,31.25,f
495111,28801,35.60371,-82.55621,Private room in residential home,Private room,1,0,1,2,3,t,strict_14_with_grace_period,f,40,t
498089,28801,35.61115,-82.54376,Entire rental unit,Entire home/apt,1,1,1,30,1,f,strict_14_with_grace_period,f,37.5,t
528535,28801,35.60075,-82.5539,Entire guest suite,Entire home/apt,1,1,1,90,2,f,moderate,f,27.5,f
536425,28704,35.4869282,-82.59357674,Apartment,Entire home/apt,1,1,2,2,1,f,moderate,,28.75,f
539020,28806,35.57318,-82.59976,Entire apartment,Entire home/apt,1,1,2,2,0,f,flexible,f,18.5,t
554648,28805,35.58632565,-82.53714724,House,Entire home/apt,1,2,2,2,1,f,strict,,37.5,f
563189,28803,35.57398,-82.54488,House,Private room,1,1,1,2,1,f,moderate,f,30,t
579405,28801,35.60719787,-82.56666306,Apartment,Entire home/apt,1,1,1,30,6,f,strict,f,48.5,t
597424,28806,35.55384938,-82.62667905,Guest suite,Entire home/apt,1,2,2,1,2,t,moderate,f,20,t
612660,28806,35.57901,-82.58887,Bungalow,Entire home/apt,2,2,2,30,2,f,strict_14_with_grace_period,f,32.5,f
620049,28803,35.55330285,-82.45993648,House,Entire home/apt,1,1,1,2,1,f,moderate,,52.5,f
621243,28801,35.60418,-82.54964,Entire rental unit,Entire home/apt,1,1,2,30,2,t,strict_14_with_grace_period,f,79,t
624166,28805,35.61927747,-82.45595271,Apartment,Entire home/apt,1,1,2,2,1,f,strict,,19.75,t
632766,28801,35.60460522,-82.56517898,House,Entire home/apt,1,2,3,2,1,t,strict,f,52.5,f
634319,28805,35.62839,-82.47989,Entire apartment,Entire home/apt,1.5,2,2,3,1,f,strict_14_with_grace_period,f,43.75,f
638349,28806,35.58323,-82.59206,Entire residential home,Entire home/apt,1,2,2,14,2,f,strict_14_with_grace_period,f,31.25,f
642204,28804,35.66327078,-82.58972319,House,Entire home/apt,3.5,4,5,3,22,f,strict,,33.5,f
653777,28803,35.57136,-82.5424,House,Private room,1,1,1,2,2,f,moderate,f,30,t
660702,28804,35.621288,-82.553017,Entire residential home,Entire home/apt,1,1,1,1,2,t,flexible,f,22.75,f
665257,28806,35.59078366,-82.59146637,House,Entire home/apt,1,1,1,7,1,f,moderate,,52.5,f
667683,28803,35.48641858,-82.54960025,Bed & Breakfast,Private room,1,1,1,1,1,f,flexible,,50,t
674894,28805,35.62272,-82.50285,Private room in residential home,Private room,1,1,1,2,3,f,flexible,f,23.5,f
677692,28801,35.60391,-82.55148,Apartment,Entire home/apt,1,1,1,30,3,f,strict_14_with_grace_period,f,22.5,t
695196,28801,35.58131,-82.55741,Private room in residential home,Private room,1,1,1,1,2,t,moderate,f,28.5,t
706115,28801,35.59765,-82.55644,House,Entire home/apt,2,2,2,1,1,f,flexible,f,62.5,f
714699,28732,35.47197528,-82.42802273,House,Entire home/apt,1,1,3,2,1,f,strict,,33.5,f
718084,28806,35.5784008,-82.5950963,House,Private room,1,1,1,1,2,f,strict,,35,f
720609,28801,35.59787,-82.55336,Entire loft,Entire home/apt,1,4,4,1,14,f,super_strict_60,f,39,t
723349,28801,35.57468,-82.55705,Private room in bed and breakfast,Private room,1,1,2,2,0,t,strict_14_with_grace_period,f,87.5,t
723410,28804,35.62894,-82.51751,Entire residential home,Entire home/apt,3,4,7,3,0,f,strict_14_with_grace_period,f,25.41666667,t
725030,28806,35.57732986,-82.59406591,House,Private room,1,1,1,1,2,f,strict,,35,f
726625,28806,35.57140704,-82.57728169,House,Entire home/apt,1,2,2,2,1,f,flexible,,18.75,f
731073,28801,35.60253,-82.56904,House,Entire home/apt,1,2,2,2,0,t,strict_14_with_grace_period,f,39.8,f
734469,28801,35.6008409,-82.55646013,Apartment,Entire home/apt,1,0,1,7,2,f,strict,,75,f
751963,28806,35.57805,-82.58342,Entire residential home,Entire home/apt,2.5,2,4,1,2,f,moderate,f,19,f
761414,28806,35.58313825,-82.59721695,House,Private room,1,1,2,2,2,f,strict,,26,t
768598,28806,35.5836641,-82.57869847,Apartment,Entire home/apt,1,1,1,2,1,f,moderate,,75,t
815068,28804,35.64578126,-82.52541702,House,Entire home/apt,1,2,2,1,1,t,moderate,,24.75,t
817865,28803,35.61713908,-82.58835725,Yurt,Entire home/apt,1,2,3,2,5,f,strict,,26.66666667,t
826076,28804,35.66097019,-82.58243074,Cabin,Entire home/apt,1,0,2,1,22,f,strict,,42.5,f
840696,28801,35.58395,-82.56161,Entire residential home,Entire home/apt,2,2,2,2,2,f,strict_14_with_grace_period,f,59.75,t
846221,28804,35.64271,-82.51219,Entire residential home,Entire home/apt,1.5,3,4,2,1,f,strict_14_with_grace_period,f,33,f
854833,28804,35.66146691,-82.58260174,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,42.5,f
874008,28804,35.63012,-82.5183,Entire residential home,Entire home/apt,1,2,4,3,0,f,strict_14_with_grace_period,f,31.83333333,t
875735,28805,35.58617,-82.50657,Private room in residential home,Private room,1,1,1,2,1,f,moderate,f,32.5,f
880283,28801,35.60033281,-82.56542469,Apartment,Entire home/apt,1,1,1,2,2,t,strict,,55,t
881707,28806,35.56893,-82.59475,Entire guest suite,Entire home/apt,1,0,1,3,2,t,moderate,f,51,t
910737,,35.60321,-82.5961,Entire residential home,Entire home/apt,,2,2,2,1,f,,,37.5,t
912814,28801,35.60055214,-82.55609426,House,Private room,1,1,1,2,7,f,strict,,34.75,f
942934,28806,35.57312,-82.59092,Private room in residential home,Private room,1,1,1,3,1,f,moderate,f,35.5,t
943832,,35.6117,-82.57668,Entire residential home,Entire home/apt,2,3,3,3,1,f,strict_14_with_grace_period,f,55.33333333,t
971003,28801,35.605,-82.57262,Entire residential home,Entire home/apt,1,2,2,3,1,f,moderate,f,40,t
976034,28803,35.55544,-82.48361,Entire rental unit,Entire home/apt,1,1,1,2,1,f,strict_14_with_grace_period,f,75.5,f
977054,28804,35.6157,-82.55594,Entire guesthouse,Entire home/apt,1,1,1,30,1,f,strict_14_with_grace_period,f,65,f
990426,28801,35.59789,-82.55547,Entire loft,Entire home/apt,1,2,2,1,14,t,super_strict_60,f,66,t
992821,28715,35.56922,-82.64731,Entire residential home,Entire home/apt,1,2,2,2,1,t,moderate,f,27.5,f
1004031,28806,35.57484846,-82.57998162,House,Private room,1,1,2,3,1,f,moderate,,23.75,f
1011345,28804,35.66163623,-82.58175292,Cabin,Entire home/apt,1,2,3,1,22,f,strict,,29,f
1020781,28804,35.65978528,-82.58226454,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,52.5,f
1020827,28804,35.66130433,-82.58260609,Cabin,Entire home/apt,1,2,3,1,22,f,strict,,21.66666667,f
1039028,28803,35.55144,-82.49132,Tiny house,Entire home/apt,1.5,1,1,2,1,t,moderate,f,52.5,t
1054757,28801,35.58466,-82.5494,Bungalow,Private room,1,1,1,1,2,t,flexible,f,27,t
1066156,28804,35.6461,-82.51605,Entire cottage,Entire home/apt,1,1,2,2,2,f,moderate,f,36.75,t
1076053,28806,35.57616213,-82.60581136,Bungalow,Private room,1,1,1,1,1,f,flexible,f,31.5,f
1107378,28803,35.55323648,-82.52797938,Apartment,Private room,1,1,1,1,1,t,moderate,,37.5,t
1116718,28806,35.57627255,-82.58686494,Apartment,Entire home/apt,1,0,2,1,2,f,moderate,f,16,f
1127777,28806,35.57381,-82.59377,Private room in bungalow,Private room,1,1,1,2,1,f,moderate,f,47.5,t
1138179,28806,35.58627,-82.60428,House,Private room,2.5,1,3,39,1,f,flexible,f,15,f
1151149,28805,35.5877,-82.49744,House,Private room,1,1,1,2,1,f,moderate,f,36,f
1198090,28806,35.57299,-82.57666,Entire apartment,Entire home/apt,1,1,1,2,1,t,moderate,f,40,t
1202777,28704,35.47578,-82.49685,House,Entire home/apt,2.5,4,4,2,1,f,strict_14_with_grace_period,f,31.25,f
1212352,28801,35.59942,-82.56189,Entire rental unit,Entire home/apt,1,1,1,30,4,f,strict_14_with_grace_period,f,47.5,f
1219374,28801,35.60622,-82.56569,Private room in residential home,Private room,1.5,2,2,2,2,f,moderate,f,19,t
1223655,28801,35.59771,-82.55533,Entire loft,Entire home/apt,2,4,6,1,14,t,super_strict_60,f,42.83333333,t
1223683,28801,35.59788,-82.55555,Entire loft,Entire home/apt,1.5,1,3,2,14,t,super_strict_60,f,45.5,t
1235531,28704,35.4703,-82.51606,Townhouse,Private room,1,1,1,2,1,t,strict_14_with_grace_period,f,44.5,t
1243512,28801,35.59821,-82.55274,Entire loft,Entire home/apt,12.5,34,16,1,14,f,super_strict_60,f,80.3125,t
1245011,28801,35.59916469,-82.57060352,Apartment,Entire home/apt,1,1,1,2,1,f,moderate,,55,f
1272147,28804,35.66007279,-82.58178206,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,52.5,f
1275224,28803,35.58141754,-82.5382485,Bed & Breakfast,Entire home/apt,1.5,2,2,1,1,t,strict,,56.25,t
1282834,28804,35.66010428,-82.58193626,Cabin,Entire home/apt,2,4,4,2,22,f,moderate,,24.5,f
1283471,28803,35.55492418,-82.53341955,House,Entire home/apt,2,3,3,2,1,f,strict,,25,f
1290287,28806,35.5735593,-82.604859,House,Entire home/apt,1,3,3,3,1,f,moderate,,23.16666667,f
1297625,28805,35.62484772,-82.52740121,Apartment,Entire home/apt,1,2,2,3,1,f,strict,,29.75,t
1297717,28805,35.62277,-82.50215,Entire guest suite,Entire home/apt,1,0,0,2,3,f,flexible,f,28.5,f
1301155,28803,35.55425181,-82.4714203,House,Private room,1.5,1,1,1,6,f,strict,,9,f
1312301,28805,35.58247,-82.49987,Entire rental unit,Entire home/apt,1,1,1,3,1,f,moderate,f,38.33333333,t
1320834,28804,35.66042954,-82.58275484,Cabin,Entire home/apt,1,2,2,1,22,f,strict,,31.25,f
1325364,28806,35.57827,-82.58891,Private room in townhouse,Private room,1.5,1,1,2,1,f,moderate,f,30,t
1332684,28806,35.5834,-82.59126,Apartment,Entire home/apt,1,1,1,2,2,t,moderate,f,30,t
1343289,28806,35.5670999,-82.59919779,Earth House,Entire home/apt,1,1,2,2,2,f,strict,,29.75,f
1370539,28805,35.59122154,-82.536078,House,Entire home/apt,2,2,3,2,1,f,strict,,47.25,t
1373040,28801,35.59223,-82.54798,Condominium,Private room,1,1,1,1,1,f,moderate,f,44,t
1392363,28804,35.62447,-82.57928,Entire bungalow,Entire home/apt,1,2,3,3,5,f,moderate,f,41.5,t
1393012,28704,35.46158,-82.53984,Private room in residential home,Private room,1,1,1,1,1,f,moderate,f,40,t
1393437,28806,35.58594,-82.56985,Guest suite,Entire home/apt,1,1,1,3,1,t,moderate,f,43.75,t
1408631,28804,35.6617705,-82.58261893,Cabin,Entire home/apt,1,1,3,1,22,f,strict,,28,f
1415137,28801,35.5922331,-82.55013936,Other,Private room,2,1,1,1,6,t,moderate,f,44.5,f
1421061,28803,35.57597,-82.53695,Entire rental unit,Entire home/apt,1,1,1,2,1,f,moderate,f,79,t
1422683,28806,35.59381816,-82.59548742,Loft,Entire home/apt,1,1,2,2,4,f,strict,,39.66666667,f
1422958,28806,35.51540281,-82.59542743,Apartment,Entire home/apt,1,1,1,2,2,f,moderate,,42.5,t
1441145,28801,35.60297,-82.55898,House,Private room,1,1,1,2,1,f,moderate,f,59,t
1466495,,35.56843,-82.65529,Entire bungalow,Entire home/apt,,1,1,3,0,f,,,42.5,f
1475299,28804,35.64455,-82.52651,Entire residential home,Entire home/apt,1.5,3,2,30,2,f,strict_14_with_grace_period,f,47.2,t
1480224,28715,35.52381167,-82.68084992,House,Private room,1,1,1,1,1,t,strict,,44.5,f
1489492,28803,35.55162332,-82.4730555,House,Private room,1.5,1,3,30,6,t,strict_14_with_grace_period,f,37.5,f
1492077,28804,35.66000647,-82.58241431,Cabin,Entire home/apt,1,0,1,1,22,f,strict,,42.5,f
1493307,28806,35.57333271,-82.5744066,House,Private room,1,1,1,2,2,f,moderate,f,29.5,t
1497710,28806,35.57145,-82.57502,House,Private room,1,1,1,2,1,t,strict_14_with_grace_period,f,62.5,f
1499885,28801,35.59539544,-82.55252283,House,Entire home/apt,1,0,1,2,1,f,strict_14_with_grace_period,f,96,t
1563004,28806,35.57279,-82.60014,Private room in house,Private room,0.5,1,1,1,0,t,flexible,f,42.5,f
1569954,28804,35.61156,-82.55237,Private room in residential home,Private room,1,1,1,30,1,f,strict_14_with_grace_period,f,35,f
1571095,28803,35.57357,-82.53846,Entire guesthouse,Entire home/apt,1,0,1,2,1,f,moderate,f,42.5,f
1574329,28801,35.57478,-82.55719,Private room in bed and breakfast,Private room,1,1,1,2,0,t,strict_14_with_grace_period,f,67.5,t
1577750,28803,35.55981,-82.53563,Private room in house,Private room,1,1,1,21,1,f,strict_14_with_grace_period,f,28.5,f
1578831,28801,35.60603,-82.55362,Entire rental unit,Entire home/apt,1,1,1,30,4,f,strict_14_with_grace_period,f,39.5,f
1583423,28801,35.59840389,-82.55226913,Loft,Entire home/apt,1,2,2,2,8,f,strict,,76.25,f
1586906,28801,35.60823,-82.56212,Private room in residential home,Private room,1,1,1,2,1,t,moderate,f,42.5,t
1608910,28803,35.55052,-82.47263,Private room in house,Private room,1.5,1,1,30,9,f,strict,,27.5,f
1618610,28806,35.58580238,-82.57911675,House,Entire home/apt,1,1,1,2,1,f,moderate,,70,t
1651509,28804,35.63909999,-82.51431085,House,Entire home/apt,1,2,3,2,1,f,moderate,,31.25,t
1654188,28804,35.67941713,-82.5799715,House,Private room,1,1,1,2,1,f,moderate,,29.5,t
1661502,28806,35.57436,-82.59855,Townhouse,Private room,2,2,2,10,1,f,moderate,f,44,f
1667214,28806,35.5781153,-82.59307278,House,Private room,2,1,1,2,1,t,moderate,f,39,t
1684109,28805,35.60792,-82.48789,Entire residential home,Entire home/apt,2.5,3,6,3,3,f,moderate,f,30,t
1687950,28801,35.60098033,-82.5591997,House,Entire home/apt,1,2,3,3,1,f,strict,,25,f
1702227,28801,35.58429,-82.54957,Bungalow,Private room,1,1,1,1,2,t,flexible,f,26,t
1713477,28801,35.60871488,-82.55298642,Apartment,Entire home/apt,1,1,1,2,1,t,strict,,75,t
1727977,28801,35.60566706,-82.55658855,House,Entire home/apt,1,1,1,3,4,f,strict,,75,f
1728187,28801,35.60644,-82.55594,Entire residential home,Entire home/apt,1,2,2,30,2,f,moderate,f,53.33333333,f
1768955,28801,35.60368,-82.55647,Entire rental unit,Entire home/apt,1,1,1,29,3,f,moderate,f,32,t
1785262,28806,35.58713,-82.57521,Entire guest suite,Entire home/apt,1,1,1,3,2,f,moderate,f,48,t
1788770,28805,35.61774,-82.47611,House,Private room,1.5,1,0,1,3,f,strict_14_with_grace_period,f,37.5,t
1813448,28804,35.6369,-82.58797,House,Private room,1,1,1,2,1,t,flexible,f,42.5,t
1827412,28801,35.59224,-82.5512,Private room in rental unit,Private room,2,1,1,2,7,f,flexible,f,46,t
1843828,28804,35.64752,-82.5309,Entire residential home,Entire home/apt,2,2,2,3,1,f,strict_14_with_grace_period,f,41.66666667,t
1851921,28801,35.59467,-82.54444,Entire guest suite,Entire home/apt,1,1,1,2,1,f,moderate,f,64.5,t
1852818,28804,35.61295,-82.54775,Entire guesthouse,Entire home/apt,1,1,1,30,1,f,moderate,f,16.25,f
1861419,28806,35.57221,-82.59768,Townhouse,Private room,3,1,1,3,1,f,moderate,f,28,f
1879067,,35.56677,-82.61641,Entire residential home,Entire home/apt,,1,2,2,0,f,,,29,t
1948744,28806,35.57758553,-82.58514603,House,Entire home/apt,1,2,2,1,2,f,strict,,25,f
1950593,28806,35.59444,-82.58945,Cottage,Entire home/apt,1,1,1,2,2,t,moderate,f,54.5,t
1955727,28801,35.60378958,-82.54771656,House,Entire home/apt,1.5,2,2,1,1,f,strict,,26.5,t
1956037,28804,35.61768,-82.55927,Entire bungalow,Entire home/apt,2,2,2,14,1,f,moderate,f,34,f
1970542,28803,35.54041524,-82.52884472,Apartment,Private room,1,1,1,1,1,f,flexible,f,20.5,t
1972038,28806,35.58017,-82.60345,Bungalow,Private room,1,1,1,1,1,t,flexible,f,24,t
1984612,28806,35.58140113,-82.58926593,House,Entire home/apt,2.5,3,4,2,1,t,moderate,f,40,f
2011367,28801,35.59986,-82.54459,Apartment,Entire home/apt,1,1,2,2,1,f,moderate,f,19.75,f
2014453,28806,35.59357,-82.58993,Cottage,Entire home/apt,1,1,1,2,2,t,moderate,f,49.5,t
2064636,28801,35.58897377,-82.54868964,House,Private room,1,1,1,2,2,f,moderate,,42.5,t
2072026,28804,35.63647,-82.54949,Entire guest suite,Entire home/apt,1,1,2,2,1,f,strict_14_with_grace_period,f,72,t
2079404,28801,35.6014853,-82.55718784,Bed & Breakfast,Private room,1,1,1,2,7,f,strict,,64.5,f
2087403,28803,35.54647232,-82.49608087,Cabin,Entire home/apt,1,2,2,1,3,f,strict,,41.5,f
2087894,28803,35.54720293,-82.49636722,Loft,Entire home/apt,1,0,1,1,3,f,flexible,,114.5,f
2087977,28803,35.54527262,-82.49603288,Other,Entire home/apt,1,1,1,1,3,f,strict,,59.75,f
2092563,28801,35.60188618,-82.56173088,Apartment,Entire home/apt,1,1,1,3,2,f,strict,,42.5,f
2108335,28801,35.58601,-82.55628,Entire residential home,Entire home/apt,2,2,3,28,6,f,strict_14_with_grace_period,f,27.5,t
2134603,28715,35.47303538,-82.70201466,Cabin,Entire home/apt,1,1,2,2,2,f,moderate,,22,f
2142139,28806,35.58692,-82.57496,Private room in residential home,Private room,1,1,1,1,2,f,moderate,f,32.5,t
2149433,28715,35.47535854,-82.70134863,Cabin,Entire home/apt,1,1,2,2,2,f,moderate,,22,f
2152930,28801,35.59862,-82.55701,Bungalow,Entire home/apt,1,2,2,30,2,f,strict_14_with_grace_period,f,37.5,t
2165569,28801,35.60582,-82.54795,House,Entire home/apt,1,3,3,30,2,t,strict_14_with_grace_period,f,16.66666667,f
2176375,28806,35.56778,-82.58778,Entire residential home,Entire home/apt,1,1,1,29,2,t,moderate,f,24.5,f
2192480,28806,35.51749215,-82.59415824,Apartment,Private room,1,1,1,1,2,f,moderate,,50,t
2209375,28801,35.6013,-82.55634,Entire bungalow,Entire home/apt,1,2,3,90,2,f,moderate,f,25.66666667,f
2213748,28805,35.60722,-82.53155,Private room in house,Private room,1,1,1,30,9,f,strict_14_with_grace_period,f,20.5,t
2214960,28801,35.61054,-82.55334,Entire residential home,Entire home/apt,1,1,1,30,6,f,strict_14_with_grace_period,f,52.5,t
2215202,28801,35.60079402,-82.55757063,Bed & Breakfast,Private room,1,1,1,1,7,f,strict,,74.5,f
2222067,28801,35.58225,-82.55814,Entire guest suite,Entire home/apt,1,1,1,2,2,t,strict_14_with_grace_period,f,46,t
2226571,28801,35.6011066,-82.55737885,Bed & Breakfast,Private room,1,1,1,2,7,f,strict,,69.5,f
2226812,28801,35.60105797,-82.55770099,Bed & Breakfast,Private room,1,1,1,1,7,f,strict,,69.5,f
2254521,28806,35.56893,-82.56834,Private room in bungalow,Private room,1,1,1,28,1,f,strict_14_with_grace_period,f,32.5,t
2283071,28806,35.57816,-82.60315,Private room in residential home,Private room,1,1,1,1,1,f,strict_14_with_grace_period,f,29,t
2295996,28801,35.60207,-82.55885,Private room in house,Private room,1,1,1,29,3,f,strict_14_with_grace_period,f,40,t
2296152,28801,35.60403,-82.56101,Private room in residential home,Private room,1,1,1,1,3,t,strict_14_with_grace_period,f,45.5,t
2298596,28806,35.57643936,-82.57974095,House,Private room,1,1,2,2,1,f,strict,,24.5,f
2325479,28732,35.4451224,-82.42696466,House,Entire home/apt,3,3,7,2,1,f,strict,,37.5,f
2326086,28801,35.59541,-82.55329,Entire loft,Entire home/apt,1,1,1,1,3,t,strict_14_with_grace_period,f,48.5,t
2370562,28806,35.58204023,-82.58915881,House,Private room,2,1,1,1,1,f,moderate,,47.5,f
2411109,28801,35.60048,-82.55759,Private room in residential home,Private room,1,1,1,1,3,t,strict_14_with_grace_period,f,45.5,t
2432326,28804,35.6163,-82.55864,Entire bungalow,Entire home/apt,1,0,1,1,1,t,moderate,f,41.5,t
2432333,28805,35.59171,-82.51076,Entire residential home,Entire home/apt,1,1,1,2,1,t,moderate,f,45,t
2454666,28806,35.57943,-82.58682,Entire rental unit,Entire home/apt,1,2,2,2,1,t,strict_14_with_grace_period,f,37.75,t
2459487,28804,35.62397414,-82.55395585,Apartment,Entire home/apt,1,1,1,2,2,f,strict,,50,f
2477628,28801,35.58939,-82.56782,Entire residential home,Entire home/apt,1.5,2,2,75,4,f,moderate,f,59.75,t
2500681,28806,35.57024,-82.57356,House,Entire home/apt,2,3,3,30,1,f,strict_14_with_grace_period,f,19.375,f
2541399,28801,35.60929827,-82.54799332,House,Private room,1,1,1,2,1,f,flexible,,35,t
2569529,28801,35.60045,-82.55587,Entire condominium (condo),Entire home/apt,2,2,2,180,1,f,strict_14_with_grace_period,f,21.25,f
2605290,28806,35.58195539,-82.59902109,House,Private room,1,1,2,1,1,f,flexible,,31.25,f
2605869,28805,35.61523,-82.4836,Entire residential home,Entire home/apt,3.5,6,8,2,6,f,strict_14_with_grace_period,f,45.07142857,t
2607570,28801,35.60606,-82.54351,Entire rental unit,Entire home/apt,1,1,2,2,1,t,flexible,f,39.5,t
2610631,,35.48367315,-82.54983782,House,Entire home/apt,2.5,3,3,30,1,t,strict_14_with_grace_period,f,30,f
2624781,28803,35.58103,-82.53334,House,Entire home/apt,1.5,2,2,2,1,f,moderate,f,49.8,f
2643168,28801,35.60401,-82.55042,Boutique hotel,Private room,1,1,1,1,9,t,super_strict_30,f,499.5,f
2645941,28704,35.47291395,-82.51298009,House,Entire home/apt,1,1,1,1,2,f,strict,,25,f
2691057,28806,35.57529,-82.59529,Guest suite,Private room,1,1,2,3,1,f,moderate,f,32.5,t
2694407,,35.60823,-82.56699,Entire house,Entire home/apt,,2,2,30,14,f,,,72.5,t
2694546,28803,35.55354,-82.47096,Private room in house,Private room,1.5,1,2,30,11,f,strict_14_with_grace_period,f,50,f
2708104,28801,35.61231,-82.55362,Entire residential home,Entire home/apt,1,1,1,30,6,f,strict_14_with_grace_period,f,52.5,t
2746729,28806,35.58496791,-82.632199,Tent,Entire home/apt,1,1,2,2,5,f,strict,,31.25,t
2751374,28805,35.61194,-82.52522,Apartment,Entire home/apt,1,1,3,30,10,f,strict_14_with_grace_period,f,18.25,t
2761044,28803,35.558,-82.478,Entire house,Entire home/apt,2.5,4,4,7,11,f,strict_14_with_grace_period,f,75,f
